date_of_spill_edit,operator_edit,lease_facility_name,county_edit,type_operation,source,probable_cause_edit,release_crude_oil_edit,release_prod_water_edit,recovery_crude_oil_edit,recovery_prod_water_edit,spill_on_water_edit
2019-06-25,Noble Energy,Billy Miner 2 CGF,Reeves,other,pipeline,other,0,14700,0,0,no
2019-07-03,NOBLE ENERGY,Billy Miner Recycle,Reeves,production,tank battery,WEATHER,0,50400,0,50400,NO
2019-07-26,NOBLE ENERGY,Forrest State 216,Reeves,production,tank battery,MECHANICAL FAILURE,0,50400,0,50400,NO
2019-08-15,NOBLE ENERGY,Buffalo Bill State 9,Reeves,production,tank battery,MECHANICAL FAILURE,840,1680,840,1680,NO
2019-08-18,NOBLE ENERGY,LULU Parr State 200,Reeves,production,tank battery,other,1050,1050,525,525,NO
2019-09-12,NOBLE ENERGY,Oney 15-50,Reeves,Production,Other,MECHANICAL FAILURE,210,14280,210,14280,NO
2019-11-04,NOBLE ENERGY,Collier State 32-50,Reeves,Production,Tank Battery,CORROSION,1764,7056,,,NO
2019-11-08,NOBLE ENERGY,"CWEI-CHK ""209-13""",Reeves,Other,Tank Battery,MECHANICAL FAILURE,0,18900,0,18900,NO
2019-11-26,NOBLE ENERGY,Roy Rogers 21,Reeves,Production,Tank Battery,CORROSION,378,630,0,0,NO
2020-03-24,NOBLE ENERGY,King Fisher SWD NE,Reeves,Production,Tank Battery,MECHANICAL FAILURE,0,569814,0,,NO
2020-04-10,NOBLE ENERGY,CWEI-CHK 298-13,Reeves,Injection/Disposal,Tank Battery,Other,0,314160,0,293160,NO
2020-05-24,NOBLE ENERGY,Longoria 11,Reeves,Production,Tank Battery,CORROSION,0,12768,0,0,NO
2020-07-23,NOBLE ENERGY,,Reeves,Injection/Disposal,Pipeline,Third Party,0,2940,0,0,NO
2020-07-29,NOBLE ENERGY,Billy Minor 28 Riser,Reeves,Production,Pipeline,MECHANICAL FAILURE,0,16800,0,13440,NO
2021-09-05,NOBLE ENERGY,Gel Temeyer 297,Reeves,Production,Tank Battery,MECHANICAL FAILURE,1880.76,1634.64,1871.52,0,NO
2021-10-06,NOBLE ENERGY,Trigger 40 W,Reeves,Production,Tank Battery,MECHANICAL FAILURE,2721.6,512.4,0,0,NO
2021-12-12,NOBLE ENERGY,Lowe 24,Reeves,Production,Tank Battery,MECHANICAL FAILURE,1260,1932,1260,1932,NO
2022-08-02,NOBLE ENERGY,CWEI-CHK 246-13,Reeves,Production,Flowline,Unknown,672,714,0,0,NO
2022-10-27,NOBLE ENERGY,CWEI-CHK 35-52-8,Reeves,Production,Well,MECHANICAL FAILURE,1165.08,5685.96,0,840,NO
2022-03-28,NORDSTAND ENGINEERING INC,Thompson Trustee,Galveston,Production,Flowline,MECHANICAL FAILURE,,1470,,1470,NO
2021-04-19,NORDSTRAND ENGINEERING,Thompson Trustee,Galveston,Production,Flowline,MECHANICAL FAILURE,,1050,,,NO
2013-11-18,"NORTH SOUTH OIL, LLC",C R Ranch Unit,Caldwell,Production,Flow line,Flow Line Failure,630,4830,630,4830,NO
2019-04-07,"NORTH SOUTH OIL, LLC","HINDS, ADDIE",Caldwell,PRODUCTION,TANK BATTERY,WEATHER,20160,42,20160,0,
2019-04-07,"NORTH SOUTH OIL, LLC",BRISCOE DICKERSON,Caldwell,PRODUCTION,TANK BATTERY,WEATHER,24360,42,24360,0,
2020-04-29,"NORTH SOUTH OIL, LLC",Clark,Caldwell,Injection/Disposal,Tank Battery,WEATHER,12600,126000,0,0,NO
2014-01-14,NORTH TEXAS ENERGY,"McGregor, A.F.",Milam,Production,Tank,THEFT / VANDALISM,840,42,0,0,
2014-03-26,NORTHERN NATURAL GAS CO.,Plainview Compressor Station,Hale,transportation,pump,CORROSION,0,2520,0,0,NO
2018-06-25,NORTHSTAR MIDSTREAM SERVICES CO,SEAHAWK PIPELIEN TERMINAL,Calhoun,TRANSPORT,PIPELINE,CORROSION,84,42,0,0,
2017-05-17,"Noxxe Oil and Gas, LLC","House, H. C. - West",Harris,Production,Flowline,third party,,42,,,YES
2015-02-26,NUSTAR LOGISTICS,Joe Hindes 'F' Unit,Atascosa,Production,Tank Battery,Valve left open,630,42,0,0,
2018-01-07,NUSTAR LOGISTICS,HWY 97 TERMINAL,McMullen,GATHERING,TANK BATTERY,CORROSION,5040,42,0,0,
2014-11-18,O'RYAN OIL & GAS,"Todd, J.S.Unit Block",Crockett,production,flowline,unknown,42,840,0,0,NO
2022-01-31,O'RYAN OIL AND GAS,Todd Estate -A-,Crockett,Production,Tank Battery,CORROSION,0,2100,0,0,NO
2014-03-24,"Oak Energy, LLC","Grant, John F.",Matagorda,Production,gathering line,CORROSION,,2100,,2100,no
2018-03-23,OASIS PETROLEU PERMIAN LLC,UL 21 Pahaska,Winkler,production,tank battery,MECHANICAL FAILURE,0,11760,0,,NO
2018-12-12,OASIS PETROLEU PERMIAN LLC,Brunson Trust 9,Loving,Production,tank battery,MECHANICAL FAILURE,2016,73500,,,NO
2019-01-02,OASIS PETROLEU PERMIAN LLC,"University ""20-11A""",Winkler,production,tank battery,third party,1176,294,1050,0,NO
2019-03-04,OASIS PETROLEU PERMIAN LLC,Brunson Trust 9,Loving,production,tank battery,WEATHER,336,924,0,0,NO
2019-07-13,OASIS PETROLEU PERMIAN LLC,UL 21 Stampede,Winkler,production,flowline,MECHANICAL FAILURE,4830,9870,3780,8610,NO
2021-06-10,OASIS PETROLEU PERMIAN LLC,UL 21 Yellowtail,Winkler,Production,Tank Battery,MECHANICAL FAILURE,1218,630,84,0,NO
2021-09-08,OASIS PETROLEU PERMIAN LLC,UL 20 Flathead,Winkler,Injection/Disposal,Tank Battery,MECHANICAL FAILURE,0,16800,0,2100,NO
2013-01-11,Occidental Petroleum,Goldsmith-Landreth/Deep/Unit,Ector,injection/disposal,flowline,CORROSION,0,63000,0,12600,NO
2013-01-14,Occidental Petroleum,North Cowden Unit,Ector,production,flowline,CORROSION,4410,840,4200,0,NO
2013-01-22,Occidental Petroleum,Levelland Unit,Hockley,production,tank battery,MECHANICAL FAILURE,2100,24150,1680,22260,NO
2013-01-25,Occidental Petroleum,Town Lot Unit,Hockley,production,flowline,CORROSION,21,21,0,0,NO
2013-01-25,Occidental Petroleum,Town Lot Unit,Hockley,production,flowline,CORROSION,21,84,0,0,NO
2013-01-30,Occidental Petroleum,West RKM Unit,Hockley,injection/disposal,flowline,MECHANICAL FAILURE,0,15960,0,15120,NO
2013-02-01,Occidental Petroleum,North Cowden Unit,Ector,injection/disposal,flowline,CORROSION,0,27300,0,16800,NO
2013-02-07,Occidental Petroleum,Denver Unit,Yoakum,production,flowline,CORROSION,1260,6300,1050,3150,NO
2013-02-12,Occidental Petroleum,Levelland Unit,Hockley,production,tank battery,MECHANICAL FAILURE,210,6300,210,2520,NO
2013-02-13,Occidental Petroleum,Wasson North Clearfork Unit,Yoakum,production,well,CORROSION,294,4704,168,4578,NO
2013-03-02,Occidental Petroleum,Sharon Ridge Canyon Unit,Scurry,injection/disposal,tank battery,HUMAN ERROR,0,630,0,0,NO
2013-03-05,Occidental Petroleum,Levelland Unit,Hockley,production,tank battery,MECHANICAL FAILURE,420,4620,420,4200,NO
2013-03-06,Occidental Petroleum,"Cowden, Elliott F. -A-",Ector,production,flowline,MECHANICAL FAILURE,,420,0,0,NO
2013-03-13,Occidental Petroleum,Mabee 239D,Martin,production,well,MECHANICAL FAILURE,462,1260,420,1050,NO
2013-03-14,Occidental Petroleum,Levelland Unit,Hockley,injection/disposal,flowline,CORROSION,0,23730,0,23520,NO
2013-03-25,Occidental Petroleum,Slaughter A-Line Trinty South Mallet Pipeline,Hockley,production,flowline,CORROSION,630,840,588,798,NO
2013-03-25,Occidental Petroleum,University YZ,Andrews,production,flowline,MECHANICAL FAILURE,420,420,0,0,NO
2013-03-27,Occidental Petroleum,Cummins -N-,Ector,production,flowline,MECHANICAL FAILURE,420,42,336,42,NO
2013-04-15,Occidental Petroleum,Gibson Unit,Yoakum,injection/disposal,flowline,CORROSION,,12600,0,7560,NO
2013-04-15,Occidental Petroleum,Wasson North Clearfork Unit,Yoakum,injection/disposal,flowline,CORROSION,,14700,0,3780,NO
2013-04-22,Occidental Petroleum,Gaines Wasson Clearfork Unit,Gaines,production,flowline,CORROSION,336,210,294,168,NO
2013-05-05,Occidental Petroleum,"Slaughter, S.A. ""B""",Hockley,injection/disposal,flowline,CORROSION,0,42000,0,0,NO
2013-05-05,Occidental Petroleum,Wasson ODC Unit,Yoakum,injection/disposal,flowline,CORROSION,,48300,0,46200,NO
2013-05-09,Occidental Petroleum,North Cowden Unit,Ector,injection/disposal,flowline,CORROSION,420,11550,294,10416,NO
2013-05-10,Occidental Petroleum,Gaines Wasson Clearfork Unit,Gaines,production,tank battery,MECHANICAL FAILURE,3360,840,2940,420,NO
2013-05-12,Occidental Petroleum,North Cowden Unit,Ector,production,flowline,CORROSION,504,11550,420,10500,NO
2013-05-13,Occidental Petroleum,West Welch Unit,Dawson,injection/disposal,pump,MECHANICAL FAILURE,0,29400,0,25200,NO
2013-05-31,Occidental Petroleum,Butler,Andrews,production,tank battery,MECHANICAL FAILURE,420,3780,252,2520,NO
2013-06-24,Occidental Petroleum,Wasson ODC Unit,Yoakum,production,flowline,CORROSION,462,3738,420,3360,NO
2013-06-28,Occidental Petroleum,Goldsmith-Landreth/Deep/Unit,Ector,injection/disposal,flowline,CORROSION,0,58800,0,42000,NO
2013-07-02,Occidental Petroleum,Denver Unit,Yoakum,injection/disposal,flowline,CORROSION,,31500,0,21000,NO
2013-07-10,Occidental Petroleum,Gibson Unit,Yoakum,injection/disposal,flowline,CORROSION,,25200,0,20160,NO
2013-07-21,Occidental Petroleum,Yeary 37,Reeves,production,tank battery,MECHANICAL FAILURE,1470,2310,1050,1470,NO
2013-07-22,Occidental Petroleum,Willard Unit,Yoakum,injection/disposal,flowline,CORROSION,,18900,0,12600,NO
2013-07-22,Occidental Petroleum,Gaines Wasson Clearfork Unit,Yoakum,production,well,MECHANICAL FAILURE,,21,0,0,NO
2013-07-23,Occidental Petroleum,South Foster Unit,Ector,production,well,MECHANICAL FAILURE,0,42,0,0,NO
2013-07-24,Occidental Petroleum,Wasson ODC Unit,Yoakum,production,well,CORROSION,21,84,0,0,NO
2013-07-27,Occidental Petroleum,Willard Unit,Yoakum,production,tank battery,MECHANICAL FAILURE,420,5040,294,4200,NO
2013-08-17,Occidental Petroleum,Chevron Minerals 29,Reeves,production,tank battery,MECHANICAL FAILURE,840,4200,0,840,NO
2013-08-17,Occidental Petroleum,Rhodes Cowden Unit,Ector,production,tank battery,MECHANICAL FAILURE,840,1050,630,420,NO
2013-08-30,Occidental Petroleum,Wink Water Supply Line,Winkler,production,pipeline,CORROSION,0,252000,0,0,NO
2013-09-02,Occidental Petroleum,Central Mallet Unit,Hockley,injection/disposal,flowline,CORROSION,0,22680,0,22680,NO
2013-09-07,Occidental Petroleum,North Dollarhide Unit,Andrews,production,flowline,HUMAN ERROR,420,630,210,588,NO
2013-09-13,Occidental Petroleum,Central Mallet Unit,Hockley,injection/disposal,flowline,CORROSION,0,21000,0,20160,NO
2013-09-15,Occidental Petroleum,North Dollarhide Unit,Andrews,production,tank battery,CORROSION,420,14700,42,7980,NO
2013-09-22,Occidental Petroleum,Layden-A,Reeves,injection/disposal,flowline,CORROSION,0,67200,0,63000,NO
2013-10-04,Occidental Petroleum,Salt Creek Field Unit,Kent,production,flowline,CORROSION,420,1260,294,1050,NO
2013-10-11,Occidental Petroleum,Collie -B-,Reeves,production,flowline,CORROSION,378,5460,336,4200,NO
2013-10-14,Occidental Petroleum,Central Mallet Unit,Hockley,injection/disposal,flowline,CORROSION,0,21000,0,18900,NO
2013-10-28,Occidental Petroleum,Dora Roberts Ranch Unit,Midland,production,tank battery,MECHANICAL FAILURE,1344,2940,1260,2520,NO
2013-10-28,Occidental Petroleum,Slaughter Estate Unit,Hockley,injection/disposal,flowline,CORROSION,0,25200,0,21000,NO
2013-10-28,Occidental Petroleum,Chevron Minerals 37,Reeves,production,well,CORROSION,378,126,378,126,NO
2013-10-29,Occidental Petroleum,Ratliff & Bedford,Andrews,production,tank battery,MECHANICAL FAILURE,2100,2100,1260,1260,NO
2013-10-29,Occidental Petroleum,North Cowden Unit,Ector,injection/disposal,flowline,CORROSION,168,247590,126,243390,NO
2013-11-05,Occidental Petroleum,Denver Unit,Yoakum,injection/disposal,tank battery,CORROSION,0,357000,0,88200,NO
2013-11-07,Occidental Petroleum,Worsham -42-,Ward,production,tank battery,MECHANICAL FAILURE,420,2940,378,2730,NO
2013-11-09,Occidental Petroleum,Collie -B-,Reeves,injection/disposal,tank battery,MECHANICAL FAILURE,0,25200,0,21420,NO
2013-11-13,Occidental Petroleum,Chevron Minerals 29,Reeves,production,well,MECHANICAL FAILURE,504,1260,420,1050,NO
2013-11-14,Occidental Petroleum,Perry State 204,Reeves,production,well,MECHANICAL FAILURE,504,1260,420,840,NO
2013-11-15,Occidental Petroleum,North Dollarhide Unit,Andrews,production,flowline,CORROSION,420,630,210,420,NO
2013-11-16,Occidental Petroleum,Levelland Unit,Hockley,injection/disposal,flowline,CORROSION,0,75600,0,63000,NO
2013-11-25,Occidental Petroleum,Fullerton/San Andres/Unit,Andrews,production,tank battery,WEATHER,3360,6300,3360,4200,NO
2013-11-25,Occidental Petroleum,Midland Farms Deep Unit,Andrews,production,tank battery,HUMAN ERROR,1260,25200,1050,9030,NO
2013-11-29,Occidental Petroleum,Shell Gammon,Yoakum,production,tank battery,MECHANICAL FAILURE,210,1050,0,0,NO
2013-11-30,Occidental Petroleum,Midland Farms Unit,Andrews,production,flowline,CORROSION,1260,21000,0,0,NO
2013-12-01,Occidental Petroleum,Salt Creek Field Unit,Kent,production,flowline,CORROSION,168,10500,126,9660,NO
2013-12-02,Occidental Petroleum,Denver Unit,Yoakum,production,flowline,CORROSION,210,2940,168,2520,NO
2013-12-06,Occidental Petroleum,South Curtis Ranch,Martin,production,tank battery,MECHANICAL FAILURE,2100,3780,1680,3360,NO
2013-12-09,Occidental Petroleum,Flanagan Unit,Gaines,production,tank battery,WEATHER,336,630,210,420,NO
2013-12-28,Occidental Petroleum,BettyLou,Reeves,production,tank battery,HUMAN ERROR,252,168,252,168,NO
2014-01-01,Occidental Petroleum,Ani SWD,Ward,injection/disposal,flowline,CORROSION,0,5880,0,5880,NO
2014-01-04,Occidental Petroleum,Denver Unit,Gaines,production,flowline,CORROSION,420,4200,0,0,NO
2014-01-06,Occidental Petroleum,Denver Unit,Gaines,injection/disposal,flowline,CORROSION,0,63000,0,21000,NO
2014-01-07,Occidental Petroleum,"Cowden, Elliott F., -A-",Ector,injection/disposal,flowline,CORROSION,0,168,0,42,NO
2014-01-07,Occidental Petroleum,Denver Unit,Yoakum,production,tank battery,WEATHER,4200,2100,0,0,NO
2014-01-08,Occidental Petroleum,Perry State D,Reeves,production,tank battery,MECHANICAL FAILURE,378,42,0,0,NO
2014-01-10,Occidental Petroleum,Denver Unit,Gaines,injection/disposal,flowline,CORROSION,0,31500,0,0,NO
2014-01-13,Occidental Petroleum,Levelland Unit,Hockley,production,flowline,CORROSION,210,2100,168,1890,NO
2014-01-16,Occidental Petroleum,"Slaughter, R.L. Jr. Tr. 33",Hockley,injection/disposal,flowline,CORROSION,840,21000,0,0,NO
2014-01-22,Occidental Petroleum,Levelland Unit,Hockley,injection/disposal,flowline,CORROSION,1260,2940,1260,1680,NO
2014-01-24,Occidental Petroleum,Cutlass,Winkler,production,well,MECHANICAL FAILURE,294,504,294,294,NO
2014-01-24,Occidental Petroleum,Cummins -N-,Ector,production,tank battery,MECHANICAL FAILURE,5040,6300,3780,4620,NO
2014-01-27,Occidental Petroleum,Town Lot Unit,Hockley,injection/disposal,flowline,CORROSION,42,25200,0,10500,NO
2014-01-28,Occidental Petroleum,Perkins -F-,Reeves,injection/disposal,flowline,WEATHER,0,23562,0,21840,NO
2014-01-29,Occidental Petroleum,"Frazier, W.G.",Hockley,production,flowline,CORROSION,2940,21000,2520,18900,NO
2014-02-02,Occidental Petroleum,South Welch Unit,Dawson,injection/disposal,tank battery,CORROSION,0,84000,0,0,NO
2014-02-07,Occidental Petroleum,Kreps 257,Reeves,production,tank battery,MECHANICAL FAILURE,294,2646,0,0,NO
2014-02-13,Occidental Petroleum,Town Lot Unit,Hockley,injection/disposal,flowline,CORROSION,0,6300,0,4620,NO
2014-02-15,Occidental Petroleum,Salt Creek Field Unit,Kent,injection/disposal,flowline,CORROSION,0,84000,0,63000,NO
2014-02-21,Occidental Petroleum,Anton-Irish Clearfork Unit,Hale,production,flowline,CORROSION,42,39900,0,33600,NO
2014-02-21,Occidental Petroleum,Levelland Unit,Hockley,injection/disposal,flowline,CORROSION,0,50400,0,0,NO
2014-02-24,Occidental Petroleum,Flanagan Unit,Gaines,production,flowline,CORROSION,420,3150,210,2100,NO
2014-02-26,Occidental Petroleum,Wasson ODC Unit,Yoakum,production,well,CORROSION,42,210,0,0,NO
2014-03-10,Occidental Petroleum,Denver Unit,Gaines,injection/disposal,flowline,CORROSION,0,31500,0,0,NO
2014-03-16,Occidental Petroleum,Denver Unit,Yoakum,injection/disposal,tank battery,CORROSION,0,16800,0,16380,NO
2014-03-28,Occidental Petroleum,Gibson Unit,Yoakum,injection/disposal,flowline,CORROSION,0,42000,0,37800,NO
2014-03-31,Occidental Petroleum,Town Lot Unit,Hockley,injection/disposal,flowline,CORROSION,0,3780,0,2940,NO
2014-04-07,Occidental Petroleum,Denver Unit,Gaines,injection/disposal,flowline,CORROSION,0,63000,0,0,NO
2014-04-08,Occidental Petroleum,Lyda 21,Reeves,production,tank battery,MECHANICAL FAILURE,378,3360,210,630,NO
2014-04-08,Occidental Petroleum,Perkins -F-,Reeves,injection/disposal,tank battery,MECHANICAL FAILURE,,67200,0,67200,NO
2014-04-08,Occidental Petroleum,CWC Prentice Unit,Yoakum,production,pump,CORROSION,630,1890,0,0,NO
2014-04-13,Occidental Petroleum,Prentice (6700 Clearfork) Unit,Yoakum,injection/disposal,flowline,CORROSION,0,16800,0,14700,NO
2014-04-21,Occidental Petroleum,"Parker, J.E.",Ector,production,tank battery,CORROSION,1260,420,1050,210,NO
2014-04-23,Occidental Petroleum,North Cowden Unit,Ector,injection/disposal,flowline,CORROSION,0,42000,0,21000,NO
2014-04-24,Occidental Petroleum,South Foster Unit,Ector,production,flowline,CORROSION,0,126,0,0,NO
2014-04-25,Occidental Petroleum,Heard 68,Reeves,production,tank battery,MECHANICAL FAILURE,420,2100,294,1260,NO
2014-04-27,Occidental Petroleum,Central Levelland Unit,Hockley,injection/disposal,well,MECHANICAL FAILURE,0,420,0,0,NO
2014-04-29,Occidental Petroleum,University YZ,Andrews,production,flowline,MECHANICAL FAILURE,336,21,336,0,NO
2014-05-05,Occidental Petroleum,"Cowden, Elliott F., -B-",Ector,injection/disposal,flowline,CORROSION,,21,0,0,NO
2014-05-08,Occidental Petroleum,Ratliff & Bedford,Andrews,injection/disposal,flowline,CORROSION,0,33600,0,21000,NO
2014-05-08,Occidental Petroleum,Denver Unit,Yoakum,injection/disposal,flowline,CORROSION,0,33600,0,0,NO
2014-05-10,Occidental Petroleum,Sharon Ridge Canyon Unit,Scurry,production,tank battery,MECHANICAL FAILURE,168,42,42,0,NO
2014-05-20,Occidental Petroleum,Anton-Irish Clearfork Unit,Hale,injection/disposal,flowline,CORROSION,0,14700,0,12600,NO
2014-05-22,Occidental Petroleum,"Witcher, J.E. -A-",Ector,production,tank battery,MECHANICAL FAILURE,0,63,0,0,NO
2014-05-26,Occidental Petroleum,"Eland State ""14""",Reeves,production,well,HUMAN ERROR,504,21798,0,0,NO
2014-05-27,Occidental Petroleum,Bennett Ranch Unit,Yoakum,injection/disposal,well,CORROSION,0,210,0,0,NO
2014-06-02,Occidental Petroleum,Denver Unit,Gaines,injection/disposal,flowline,CORROSION,0,50400,0,47460,NO
2014-06-02,Occidental Petroleum,"Slaughter Unit ""1""",Cochran,production,flowline,third party,420,1050,0,0,NO
2014-06-03,Occidental Petroleum,Central Mallet Unit,Hockley,production,flowline,CORROSION,84,420,63,294,NO
2014-06-04,Occidental Petroleum,Dora Robert Ranch Unit,Ector,injection/disposal,vehicle,HUMAN ERROR,0,210,0,0,NO
2014-06-07,Occidental Petroleum,Levelland Unit,Hockley,injection/disposal,flowline,CORROSION,0,12600,0,10500,NO
2014-06-07,Occidental Petroleum,Sundown Unit,Hockley,injection/disposal,flowline,CORROSION,0,21000,0,14700,NO
2014-06-09,Occidental Petroleum,Wasson ODC Unit,Yoakum,injection/disposal,flowline,CORROSION,0,42000,0,37044,NO
2014-06-10,Occidental Petroleum,Northwest Mallet Unit,Hockley,injection/disposal,tank battery,WEATHER,1260,5460,1260,5040,NO
2014-06-10,Occidental Petroleum,Marinsky State 8,Reeves,injection/disposal,flowline,third party,0,42000,0,42000,NO
2014-06-11,Occidental Petroleum,Levelland Unit,Hockley,production,well,MECHANICAL FAILURE,42,2100,42,1680,NO
2014-06-13,Occidental Petroleum,AnnaKatherine 23,Reeves,production,tank battery,MECHANICAL FAILURE,2520,7560,420,420,NO
2014-06-14,Occidental Petroleum,Denver Unit,Gaines,production,tank battery,WEATHER,10500,12600,4200,2100,NO
2014-06-26,Occidental Petroleum,Anton-Irish Clearfork Unit,Lamb,injection/disposal,well,MECHANICAL FAILURE,0,23100,0,21000,NO
2014-06-27,Occidental Petroleum,North Cowden Unit,Ector,injection/disposal,well,MECHANICAL FAILURE,0,10500,0,0,NO
2014-06-28,Occidental Petroleum,Denver Unit,Yoakum,injection/disposal,flowline,HUMAN ERROR,0,12600,0,11550,NO
2014-07-01,Occidental Petroleum,Lyda 21,Reeves,injection/disposal,flowline,MECHANICAL FAILURE,0,2478,0,2352,NO
2014-07-02,Occidental Petroleum,Regan-McElvain,Loving,injection/disposal,flowline,CORROSION,0,12600,0,12600,NO
2014-07-04,Occidental Petroleum,Gibson Unit,Yoakum,production,flowline,CORROSION,840,12600,0,0,NO
2014-07-07,Occidental Petroleum,Chevron Minerals 29,Reeves,injection/disposal,flowline,CORROSION,0,53802,0,6720,NO
2014-07-09,Occidental Petroleum,Johnson Deep Unit,Ector,injection/disposal,tank battery,MECHANICAL FAILURE,0,25200,0,10500,NO
2014-07-12,Occidental Petroleum,Gaines Wasson Clearfork Unit,Gaines,production,flowline,CORROSION,1260,6300,0,0,NO
2014-07-21,Occidental Petroleum,Goldsmith-Landreth/Deep/Unit,Ector,injection/disposal,flowline,third party,0,21000,0,420,NO
2014-08-07,Occidental Petroleum,"Collie ""A""",Reeves,production,tank battery,MECHANICAL FAILURE,84,11550,84,10416,NO
2014-08-11,Occidental Petroleum,Dora Roberts Ranch Unit,Ector,production,tank battery,MECHANICAL FAILURE,252,252,210,210,NO
2014-08-18,Occidental Petroleum,Prentice Southwest Unit,Yoakum,injection/disposal,flowline,CORROSION,0,42000,0,0,NO
2014-08-18,Occidental Petroleum,Wasson North Clearfork Unit,Yoakum,injection/disposal,flowline,CORROSION,0,21000,0,0,NO
2014-08-21,Occidental Petroleum,Wasson ODC Unit,Yoakum,production,tank battery,WEATHER,840,8400,630,6300,NO
2014-08-28,Occidental Petroleum,Wasson South Clearfork Unit,Gaines,production,flowline,third party,252,10500,210,10290,NO
2014-09-05,Occidental Petroleum,Dora Roberts,Midland,production,flowline,CORROSION,1470,3150,1260,2520,NO
2014-09-08,Occidental Petroleum,"VJ Ranch-Sable ""25""",Reeves,production,flowline,CORROSION,2940,336,2940,336,NO
2014-09-09,Occidental Petroleum,Willard Unit,Yoakum,production,flowline,CORROSION,336,1260,0,0,NO
2014-09-13,Occidental Petroleum,Jackson,Hockley,injection/disposal,well,CORROSION,21,210,21,168,NO
2014-09-15,Occidental Petroleum,Rhodes Cowden Unit,Ector,injection/disposal,flowline,CORROSION,0,42000,0,37800,NO
2014-09-17,Occidental Petroleum,Levelland Unit,Hockley,production,flowline,MECHANICAL FAILURE,420,21000,0,0,NO
2014-09-22,Occidental Petroleum,Prentice (6700 Clearfork) Unit,Yoakum,injection/disposal,flowline,CORROSION,0,10920,0,9660,NO
2014-09-26,Occidental Petroleum,Northwest Mallet Unit,Hockley,production,flowline,MECHANICAL FAILURE,420,12180,210,1050,NO
2014-09-26,Occidental Petroleum,Dora Roberts Ranch Unit,Midland,production,tank battery,CORROSION,1890,1260,1764,756,NO
2014-09-26,Occidental Petroleum,North Cowden Unit,Ector,injection/disposal,flowline,CORROSION,0,22050,0,21420,NO
2014-09-26,Occidental Petroleum,Wasson ODC  Unit,Yoakum,production,tank battery,MECHANICAL FAILURE,420,25200,210,23100,NO
2014-09-27,Occidental Petroleum,"VJ Ranch-Sable ""25""",Reeves,production,well,WEATHER,126,18900,126,10500,NO
2014-09-28,Occidental Petroleum,"Blakeney, B.H. -B-",Ector,production,flowline,CORROSION,105,9156,42,7560,NO
2014-09-28,Occidental Petroleum,Denver Unit,Yoakum,production,flowline,CORROSION,14700,21000,12600,16800,NO
2014-09-29,Occidental Petroleum,East RKM Unit,Hockley,injection/disposal,flowline,CORROSION,0,42042,0,0,NO
2014-10-02,Occidental Petroleum,Prentice Southwest Unit,Yoakum,production,flowline,CORROSION,420,4200,0,0,NO
2014-10-06,Occidental Petroleum,Bennett Ranch Unit,Yoakum,injection/disposal,flowline,CORROSION,0,9240,0,9240,NO
2014-10-06,Occidental Petroleum,Mabee 139,Martin,production,tank battery,CORROSION,0,0.84,0,0,NO
